Review,Rating,Words,Palform
"Uber is Over :( It's now 30 bucks for a 12 dollar ride... App assigned me a driver who was in another ride, my wait time 20 mins. In the past, I would cancel this immediately to look for a closer driver. Now the App tells me I will get charged to cancel becuase the driver is already on his way to me... How is he on his way to ME when he is still enroute with another ride going the opposite direction? Nothing good can last, I suppose... Has Covis permanently ruined this once great company?",Partially FALSE,96,OBHAI
"Love, love, LOVE the addition of a ""Reserved"" ride! Thank you! And I received notifications regarding the ride, but they don't appear antwhere within the app itself (I expected to see it under ""Messages."")??? So if I swipe, all the details about my driver and car are gone, never to be seen again. My driver reported the same: we had no way of confirming with one another. Bummer. But it worked out! He was committed, and I was committed! 🙂",TRUE,80,PATHAO
"Keep glitching on the share ride option, makes my friend pay for whole ride because of glitch, this review rating stays till improvement is noticed.",TRUE,25,PATHAO
"Aweful Experience!!!. The rep. told me that with any issues your correspondence is allowed only via Email. Representatives hang up and don't solve problems over the phone as good old days!!! I was charges wait time, tax, and fair rate during the time of my ""free week subscription"" Also the rep. refused to cancel my subscription over the phone.",FALSE,59,SHOHOZ
Fast and Convinient taxi app. Rider verification should be intoduced. And both pick up point and clients destination be made known before accepting the ride.,TRUE,25,SHOHOZ
"Strongly recommend not relying on the regular so-called ""discounts"" that uber will email you with. There have been two occasions now when I have only used the eats section of the app because I have been promised a discount, applied the discount, only for the app to then charge me the full price for the meal. Customer service are swift to respond, but refuse to help due to 'being bound by policy limitations'. Complete scam.",TRUE,75,OBHAI
I had an issue where the app kept freezing on me and I had to download again!,FALSE,17,SHOHOZ
"I was not happy with what Uber did today. Seems u guys have a glitch cos when u bring the price estimate and one selects, the price automatically changes to something far higher. This happened with my morning trip and u almost did the same with my evening trip but i was observant. And i always liked u guys till u did this today. How did a N1,700 trip cbange to N3,000 please??? In addition, u keep giving me someone that is 20mins away when i am going to work which makes me constantly LATE",TRUE,95,SHOHOZ
I was very upset when I saw a higher price to be billed to me in the $200-260.00 range when I was quoted $52-58.00 when I made my reservations 2 weeks in advance. I would have cancelled my reservation if I had known when I booked my reservation. It was too late since I had a scheduled heart surgery for this morning. What kind of company are u? I am so disappointed in Uber. I'll think twicebegore booking another ride with you.,TRUE,82,UBER
promotions already added to my account are not applied to my ride. Uber doesn't have proper customer care to resolve our issues. We have to live with what ever the text. Worst customer experience.,TRUE,34,UBER
"Go to Lyft. Uber decided that instead of keeping prices normal and have a timer for those who have to wait for a driver to free up, instead they triple your fare cost because its ""too busy."" Its worse than getting a taxi at this point. Just updating my review to remind people Uber overcharges still even though it just makes drivers lose money despite most drivers are piss poor quality anyways since there's no requirement on anything except the car. I've gotten drivers who can't read a GPS..",FALSE,89,UBER
"I am constantly being charged for Uber PASS but when I go to Uber pass to cancel, it's telling me to try Uber pass. As in I don't have it yet! I have had the HARDEST time trying to get ahold of Uber. There is no phone number. The help section is NOT HELPFUL. PLEASE have a better customer service base! No way to talk to a rep in person even through the app! I haven't used Uber for about a year and a half and you're STILL CHARGING ME!",FALSE,90,SHOHOZ
"App has not worked on my Oneplus 7 pro for months, it keeps crashing everytime I open it, wind up using Lyft instead.",FALSE,23,OBHAI
Good service. Time taken for ride start should be minimized by providing booking to the nearest available cab,TRUE,18,UBER
Uber is been a very great service until they start to verifying IDs and credit cards. That is because the people were abusing this Uber system. I always have love Uber service.,TRUE,32,PATHAO
The App is probably better than some of the others in the matket. The rides provided are satisfactory at most of the times. We can depend on their service. I have no hesitation in recommending this App to others.,FALSE,39,SHOHOZ
"Our first ride was honestly fine. We scheduled a ride for later that night that we didn't end up needing because we left early. I tried to cancel the ride on the app, but it would only tell me unable to cancel try again later. So I logged in online and was able to ""cancel"" and it would tell me cancel successful. But it didn't cancel, the ride still showed in my future rides. The driver still came, then charged me for not being there. No customer support, nothing I can do. VERY unhappy with Uber.",TRUE,96,SHOHOZ
"1 star for the drivers.No doubt nice app to find a cabs at cheaper rate. But how can uber give rights to Drivers to cancel the trip, if given than you should also debit their account for the cancellation. The story behind this was one fine day i was booking a cab from railway stn. to my residence more than 10 drives have cancelled by asking how much fare showing in the trip. This was pathetic.",TRUE,76,SHOHOZ
"About 20 dollars more expensive to schedule a ride now. Seriously? I will no longer be scheduling my rides ahead. On top of that, the app never functions, always giving me an improper pick up spot. Only reason i use this app, is because its the least bad of all the options.",FALSE,52,PATHAO
"Worked pretty fine but today, I had the worst experience. I got a trip and the driver contacted me, we discussed the dropping point and then the call of cut off abruptly. It showed on the screen that he's near until in just a few minutes, it showed–""Your trip is cancelled, pay the cancellation fee."" Excuse me? I did not cancel it? And now I can't ride until I pay that specific amount, what nonsense exactly? Why should I pay for something I didn't even cancel?",TRUE,86,UBER
"sometimes their map does not work and take the driver to a wrong location. Next the Uber Cab Drivers make us wait and then they call up asking where they have to drop. If the location does not suit them, they cancel the trip and again the process of allocating the next driver goes on. Now Uber charges the rider if their driver is made to wait. How riders will be compensated for the time they lose for waiting for a cab to be booked?",Partially FALSE,85,PATHAO
Use to love uber. Now I've had several times where I waited 25 minutes for an uber just for the driver to get 5 minutes away and then change drivers and had to wait another 25 minutes. It's getting to the point where calling a regular cab service is more reliable and faster.,FALSE,53,OBHAI
"I had an awful experience using this app. Now a days , the drivers are demanding more money that the trip fare. Moreover, even if they are accepting the trip, they ask me to cancel the trip as they cannot come to my place. One time I even asked the driver that if he cannot come why did he accepted the trip, then his answer was his hands just slipped and accidently accepted the trip. I request the authorities to please monitor such fraud activities and take appropriate action against them.",TRUE,90,SHOHOZ
"When attempting to update, PlayStore crashes; the note from Google says: ""Not enough sp..."" I'm guessing that sp is a short form for ""space""? The note can't be expanded (due to new Playstore update). Over two hundred gigabytes isn't enough? Sure it is. But it won't update. These are Google problems but obviously they don't have the resources nor the know how to fix them. Fortunately, apps can often be updated outside of Google PlayStore, but they shouldn't have to be.",Partially FALSE,81,UBER
I like the app but am upset cause I was charge $10 for a trip I didn't get picked up from and looked like dropping someone else off other than that I'm happy with everything else,TRUE,36,PATHAO
"Using uber is a dreadful experience to say the least. If you encounter any issues you may pick from a list of common problems, which is sent to uber for review. Problems that are not listed you're SOL. No option that allows for you to describe your issue in your own words. How's this acceptible uber? App lacks information critical for new users and is very unintuitive. Information is sparse and feels like an afterthought.",FALSE,75,SHOHOZ
"Aweful awful aweful....... still... I can't even see the field of text I am writing in because of the ""Give Uber - Request a ride an overall rating"" bulls##t. Ridiculous. There is a critical issue right now the app is bouncing all over the screen freezing not loading anything its completely crashed. I've tried restarting my phone and restarting re downloading the app. It's a complete mess right now I have a friend stranded on the side of a freeway desperately trying to PAY MONEY please work.",FALSE,86,OBHAI
I like this app easy to use but sometimes they charge a lot without any reason. They should reduce their charges otherwise it's good,TRUE,24,SHOHOZ
Customer handling is way to poor. Many times driver doesn't come to the location and they charge us for that. I tried to get my money back they always reject.,TRUE,30,UBER
"The app SUCKS. The driver wait time sucks, Over 20 minutes for a 5 minute trip. This is constant. Update: Now I am never able to find a ride. It always says ""no cars available"" no matter my location or the time of day. I have tried uninstalling and reinstalling the app multiple times. And don't even bother checking for competitive rates either... As the unavailability and ""extended wait times"" have also increased what would normally be an $8 trip cost +$22. (TLDR: Uninstalled PERMANENTLY*",FALSE,85,PATHAO
Drivers want to grap trips while having other trips and somehow they end up wasting your time. Fix this issue.,Partially FALSE,20,PATHAO
"I've only used Uber a handful of times. The app itself if fine. Problem I have is when I called for a car and the driver cancelled 5 mins before he was supposed to arrive, I ordered another, but the arrival time (to my destination) was 20+ after I was supposed to get there. That said, I cancelled the car. For some unknown reason, the driver still came to get me, and I ended up getting charged when I received NOTHING. Not only did they tremendously inconvenience me, but they charged me.",TRUE,92,SHOHOZ
"Good if the app works, but god help you if it ever breaks. Single handedly the worst tech support (or indeed customer service) experience I have ever had in my life. Repeatedly ignored, given irrelevant advice, dealing with multiple people all with different ideas and none of whom seem to be talking to each other, who then disappear only to never message again. No overseight either, call centre employees have refused to log complaints, told me there's nothing I can do and no one I can contact.",FALSE,87,PATHAO
I did not sign up for uber pass. Jet it still takes money ever months and when I tryed to report or cancel/get a refund there was no such option provided,FALSE,32,UBER
"Unable to login as the app asks to verify my previous rides (even those from 2 years back). The problem is that info shown for this doesn't includes the pickup /drop address, instead it shows a half baked map screenshot with no meaningful data. PS I don't remember drivers' name for all my rides, I only remember where I went.",FALSE,60,OBHAI
I haven't been able you use the app because it won't take any other payment that isn't cash. When ever I try to report the problem I don't get an answer.,TRUE,31,PATHAO
They've come up with an awesome idea to loot people. You book ride and they get it canceled everytime and charge 47rs as cancelation fee even after the cancelation has been done from their end.,TRUE,35,SHOHOZ
"Good prices but, in many occasions it's difficult to find a vehicle in less than 10 minutes",TRUE,17,PATHAO
Terrible app trying to make money off of people's suffering. Showed me a cost of 200$ for a 40 mile ride from an international airport. Ridiculous!! Will be thinking twice before using any Uber product going forward.,Partially FALSE,37,SHOHOZ
You can never get a ride between 6am and 7am. The GPS always sends them to a different location then what I pin point. I'm always charge for the drivers mess up. Some drivers shouldn't be driving. They always say no cars are available. I tried ordering a Uber around 4 it kept telling me no rides available. But as soon as the price changed a ride was available. And I had to wait longer for a ride. I also had to pay $10 more than usual. I would recommend Lyft. Uber gets worse and worse by the day,FALSE,99,PATHAO
"Drivers will ask the drop location, and they'll cancel the ride. Even if we refuse to tell the drop location they'll cancel. Worst cab service ever!!!",FALSE,26,OBHAI
"I'm very much dissatisfied with the app, yesterday I didn't ride the app but they take the fare from my Paytm wallet, I highly angry with this app. I want to make a complaint against the app.",FALSE,37,SHOHOZ
"Since my car was in the shop, I needed a ride to work. I checked the night before and requested an Uber to pick me up between 7:50-8am which said the price would be a little less than $10. At 7:30am, the app started looking for a driver. At 7:40am, I was told there was no drivers. I was forced to make a request again, but now the price tripled to $30. I had no choice but to take it because it was too late to use the trolley, which is $8 for a day pass. I will never use Uber again.",TRUE,105,SHOHOZ
"It's good, but I don't like to have to wait for drivers to finish their ride to collect you. I'd rather a driver be assigned once they are available.",Partially FALSE,29,SHOHOZ
The app is very easy to use. I love the fact you can put money into the account using uber gift cards. Drivers are all really cool. This app has saved me so many times. The only thing is that prices can be pretty high,TRUE,45,OBHAI
"It has be a thorough service in all accounts and has accommodated myself so too my family in various service trips, simgleto multiple people. Sooooo darn happy!😁",TRUE,27,UBER
A good app to turn to if you have issues about getting to your next destination.,TRUE,16,SHOHOZ
It is worst for sending package drivers are not ready to pick and deliver the package and also drivers charge even after not picking up the parcel . As my my package is still with me and drivers are like they don't have to deliver it to the exact location and my driver started the journey without my OTP I don't know how and now uber is charging Me rupees 48 extra and still my packages with me. Why should I pay when they have not delivered my parcel.,FALSE,88,SHOHOZ
"Prompt, friendly driver and at a good price. My only criticism is that it was not possible to book the ride in advance",TRUE,22,UBER
"They're charging me $301 for a $39 trip, due to an app failure. One month trying to solve it, haven't solved anything.",FALSE,86,SHOHOZ
"This app works well but it is hard to call support when things go wrong. All they have is a list of options (FAQs), which are only useful to the extent to which they describe the problems you are facing. It would be more helpful to have the restaurant's and delivery driver's phone number at urgent times. My food didn't have a driver for over 40 mins, and I can't find the restaurant's number within the app, which was very inconvenient. Fortunately the restaurant called me.",TRUE,25,OBHAI
"when waiting for the driver to come, the route of the driver is always not right, uber app show the driver long and wrong path.",FALSE,96,OBHAI
"Application in general ok. The only problem is it will give you a fare amount for the journey and at times end up charging more. Uber will tell you this is because it because of unforseen circumstances. But fact of the matter is if charge amount is given it should be that. If a driver decides to reroute and you might find that you are charged more. I only use them if there is nothing else. Most drivers are good and will stick to the route but you do get some. Overall, look for another carrier.",TRUE,96,SHOHOZ
I've always used Uber since they were a start up. Why the hell do we have to pay $26 to wait 15 min for pickup for a 10 min ride? I had to cancel my uber 3 times this morning because of the wait time for pickup. Why pay when it was cutting it close to my train departure and the train only come once an hour.,TRUE,67,SHOHOZ
"I use this app for food deliveries at times, and I've never had a poorer customer experience. The food is almost always extremely late (except for when it's never delivered at all), and Uber does nothing to make it up to you other than not charge for your wasted evening. At least a dozen times, Uber has just decided not to deliver anything at all. They tell you hours later. Uber has also removed any ability to get real customer service when something goes wrong. It borders on bad faith.",Partially FALSE,90,SHOHOZ
"The best. I have 1 request. If theres an updates, in app upon request of uber. The driver will see the location of destination.",TRUE,24,SHOHOZ
"Prices went up dont need the app anymore. Used ubereats once and never got my food delivered. The customer service was poor as I got refunded the food, but couldnt take back my $6 tip to the driver. Also you can't communicate with the driver so....lame. Funny thing is the food place was literally 1 mile from me. Ill stick with doordash and lyft.",Partially FALSE,64,PATHAO
"What I can I say for this. The worst service I have ever had. Some of the driver was comfort and nice. The customer service is so bad. No response at all. If there is some issue to the customer it is never resolved. When ever you will book the ride for outstation,the driver will asked you to cancel the ride and take the ride offline to save money. They will always take extra charge from you. If something happen, and you will complain to uber so they will never help you with that they will never.",TRUE,98,UBER
Prices are through the roof now and have issues where drivers will not pick up if they perceive it as a lower fare. It is also very difficult to contact customer service for these issues it is definitely a sore spot with ride hailing apps. Thinking about deleting Uber if they continue the poor customer service.,TRUE,56,PATHAO
There is no customer care number for help. Only Uber Suitable questions available on the app. I have an complaint but I am helpless,TRUE,24,OBHAI
"Three times now in a row I've booked a cab with Uber to make sure I make the train I'm trying to get, the first was cancelled twice and then the second and third turned up 10 minutes late meaning I missed my train on both occasions. The third I had to walk in the rain to the station as I didn't trust the timings that had been promised by the company.",FALSE,72,SHOHOZ
"It worked great when it accepted my credit/debit cards. I'm in the middle of an important international trip and the safest way is Uber. For some reason, it keeps saying my billing info is incorrect when it is not. It accepted them for the first 2 days. And no way to call customer service to try and correct it. I'd rather take my chances walking than getting into a sketchy taxi.",TRUE,72,SHOHOZ
"Thought it was just me but this service has been awful lately. I literally live 4 blocks from one of my clients and I paid nearly $20 to go see them. Almost 24 hours a day you are seeing fares are ""higher than usual"". Sad during a pandemic they would gouge people this way. I actually posted something on Twitter and customer service gave an awful response. I decided to price a round-trip flight from Chicago to California versus a 9 mile ride with Uber. The flight was only $18 more roundtrip.",TRUE,92,OBHAI
"After a day or two, app sent a notification for a hefty discount offer for Uber eats. I went for it, and when I went to place the order the code disappeared. No record of it anywhere (I saw it when I clicked start an order). Had to go online and try and dig it up, found one for $5 less than originally offered. I was very disappointed but placed an order anyways. To resolve this, next time send the code as a message in the app so it doesn't disappear and let us know when it expires.",FALSE,98,UBER
"01.06.2021 driver started trip without me and the payment charged me 168.36. It's very worst experience, i complained to uber but there is no response from uber.so as soon pls refund my deducted amount.",FALSE,34,SHOHOZ
"This App use to be very helpful with no issues. Now it just keeps getting worse every day. For a 2 mile-3 mile(5 min. away destination)I'm getting charged up to $16-$20?? Like What?there's no way anyone is gonna pay that much for only a 5 minute ride! Also i had to delete the app & redownload cause it takes for ever to find a rider. It just says ""found 6 drivers near you""& it stays like that for more than 10-20 min. I only use uber to go to work&come home. But that might change if it continues.",Partially FALSE,98,UBER
"Very cost efficient, didn't know what uber have been doing for me until the day i entered a normal taxi, paid 10 pounds for a 4 pounds journey…",TRUE,28,UBER
"Easy to use. However, in a small city like Merced, I've requested a ride at 10 am on a Tuesday to be answered with no availabile drivers to come get me.",TRUE,31,SHOHOZ
The fact that uber can raise the rates at their disposal and sometimes at ridiculous rates and the drivers don't see any of the extra money is absolutely disgusting and not fair to the workers or the people who use it to get around,FALSE,44,OBHAI
Tried to send a package. But it didn't show the option of confirming the location. Very disappointed.,FALSE,17,UBER
"I'll never understand why a price is shown to me, I redeem my points for a discount on a ride and then the price immediately goes up and why drivers can literally be half a block away and cancel on me and then I'll have to wait 15 minutes for another driver but if I cancel passed 2 minutes I get charged a fee?? Ridiculous!",TRUE,65,OBHAI
"Extremely inaccurate arrival times, since they don't check where a driver will be coming from to collect you until you already book, and they don't seem to correctly account for congested roads. Also, the app refuses to be closed once it's open, which makes me think it's taking private information against my wishes.",FALSE,53,PATHAO
"Don't get ripped off. If you have the $ to waste, or give to an Uber ceo, then use this ""service"". I've found my local taxi service is cheaper and faster. I don't like to pay until the services are rendered, call me crazy. People are acting like this ""ride sharing"" thing is a new idea...I don't think so. We never did it before because it isn't convenient. Same thing as ordering McDonald's for delivery. U think that's a new idea?! No,..its fast food, meant to be eaten in the parking lot 😳",FALSE,93,OBHAI
"It is very user friendly, one of the best transport service provider, secured and hassle free journey where even kids, ladies can confidently say we are safe in Uber",TRUE,29,UBER
"No customer service when the app failed. Couldn't make payments, so I uninstalled and reinstalled the app to see if that would let me reload my cards. When I reopened the app it said account disabled. Stuck here now and customer service said that because I'm safe I had to deal with my issue via email and hung up. There's no customer service when you are needing a ride urgently but nobody is planning on killing you. Nice.",Partially FALSE,78,UBER
"I keep getting ""something went wrong try again later "" when scheduling for a ride.",FALSE,14,OBHAI
"I've been using this app since a long time , but recently I faced Miscalculation of the charges to be paid for the trips twice. I've been charged double the price I've been shown when booking the cab. Thought this might be due to bad weather but this happened again on a normal day. I'm not using this app again if such problem is occurs again. There's no number to contact support team. They don't even reply to customer complaints. This is totally not acceptable to have no customer service at all.",TRUE,91,SHOHOZ
".again post an email address, I was dropped, not notified, minutes before a schedule pickup. & now triple price for a 6 mile ride, $8 to $24, heart of city not the boonies. Good to take my money, but not to hear complaints. Guess this is a positive feedBack for you. or is that ""So Sorry""... Give customers a right to contact you, an email address . No contact = POOR BUSINESS ATTITUDE.",TRUE,71,SHOHOZ
"This is become worst app in recent days.Always receive non AC cars,no maintenance of car, unhygienic seats and always face problems with drivers.",FALSE,24,UBER
"App is near IMPOSSIBLE to use since an update. Required confirmation codes to text and email. After retrieving the codes and going back to the Uber app, it repeatedly looped me back to the beginning. I had to log into the website SEVERAL TIMES to save my changes.",FALSE,48,PATHAO
Great but 1 disappointment in that in large regional cities (Newcastle) you can't pre-book like in major cities.,TRUE,18,OBHAI
"They push you up to Join Über Pass for a better service and it doesn't work, what a shame!",TRUE,19,UBER
"3 Issues. 1- Remove the Uber Pass option when trying to get a ride. It's too easy to click on. 2- Stop charging a cancellation fee when the driver is the one who cancels, that's not the rider's fault or responsibility to pay for. 3- The surge prices are outrageous. No one can afford a $30 ride when the trip is typically $10. The point of Uber is to be able to get a safe and affordable ride home.",TRUE,79,PATHAO
It's a good app but how unprofessional the drivers are. They ask you where you are going and won't move towards you until you tell them the location📍. And if the location doesn't fit their idea then they will cancel it. And the whole process of searching for a new ride takes place and the next rider does the same. I used to love uber but you should really monitor your drivers.,TRUE,72,PATHAO
"Had to reinstall the app. Went to log in, but it only has ""Get Started"" as an option. Then it asks for a phone number. When I put in the phone number for my account, it says I cannot connect the number to a new account. I am not trying to make a new account, I am trying to log in. There are no other options, so now I am unable to use the app at all. Will only use Lyft moving forward because the developers were smart enough to have both sign up AND sign in as options.",Partially FALSE,99,SHOHOZ
"Horrible app needs to be fixed hard to get orders, glitchin issues, connections issues etc…",FALSE,113,UBER
Have been using Uber for 4 years never had any problems with the service easy to use love the real time navigation reasonably priced,TRUE,24,PATHAO
"I had some issues with my payment methods, as the app wasn't accepting my card linked to the main account for my ""family"" account. When I contacted support, they kept sending automated answers as if I was the one messing up my profiles. In the end, they even sent a blank response, just to close the ticket. One of the worst experiences with customer support I've ever had. Sadly, it's kind of a standard here in Brazil.",Partially FALSE,77,PATHAO
This is a great app when you need a ride somewhere and you cannot contact the cab or any friends to take you,Partially FALSE,23,PATHAO
"Some are giving 1 star. But they can not try to understand why it was happening. It's Pandemic time, so you have to consider this some problem.",TRUE,27,PATHAO
I don't know why a vaccination promotion should be a part of the Uber experience. Medical decisions should be private and special discounts given to those who are willing to share that information favors them unfairly.,TRUE,36,SHOHOZ
"Uber used to be really nice (as long as you weren't getting a ride during a special event or from an airport). For the past few months, however, they've been taking weird routes (with no support to fix to edit to change to the most direct route). No wonder there's never any drivers - uber routes the longest way possible. Rides now take twice as long on new routes for no reason whatsoever when destinations haven't changed for years.",TRUE,78,PATHAO
I found this app the most worst taxi app. The person has to wait more then 30 mins to get the ride and still has to pay higher amount. How can a person wait for 30 mins if he is getting late to get om the destination. And after that they are charging cancelation fee. If there would have been option for 0 star I.would have given that.,TRUE,68,UBER
"The app is extremely difficult to navigate in terms of changing pick up time or leaving a message for a driver. I had to cancel and reschedule a trip just to change the pickup time and there was no way to let the driver know the gate code to my complex. I thought there was supposed to be a chat function in the app, but couldn't find one. Also, the ""help"" function is pretty useless. Your app needs to be more user friendly.",TRUE,83,SHOHOZ
"Heading to the airport, got on uber and arranged pickup (the day before). We stood waiting, with the message ""driver arriving soon"" but the pickup window was ticking away. As it expired, a message came from uber saying, ""sorry no driver found, try again another time."" I don't think so uber. We had to scramble to get to our flight. Not how we wanted to start our trip.",FALSE,68,SHOHOZ
"The app does what it's supposed to. The annoying thing about it is that I can only specify the correct pickup location at my home by dropping a pin on the map, which gives the driver an incorrect address, or I can specify my address at the expense of the ability to specify the correct pick-up location. So the driver either ends up waiting for me at the wrong address or gets lost in inside my community because the map data used by the app is imprecise. This is super annoying. Please fix!",TRUE,93,OBHAI
"Cancellation fees are the biggest scam possible. The app assigns you a driver, but he won't pick you up, and you are just stuck waiting around like a fool until you cannot wait anymore and need to cancel, at which point you pay a cancellation fee. Not the first time this happened, but definitely the last! Hard pass on Uber, I'm sticking to Bolt and I recommend others the same.",TRUE,70,SHOHOZ
Very bad experience I paid for the trip still it is showing you have to pay Rs. 289 to next driver.,TRUE,21,PATHAO
"Seriously, how can such a mainstream app be so terrible. Doesn’t work half the time and when it does, the experience is uniformly terrible.",FALSE,24,PATHAO
"I am just greatful that something like uber exists. Its cheaper then a taxi and the app is amazing. You can choose a pickup then drop off point at your given time on your date. However some drivers may not be all reliable, and not turn up at all. Just make sure your watching them or checking back to see if they are actually on their way. Ive only had that experience once. I love how you can rate and tip them if you like and they can do the same also. Thanks Uber!!",TRUE,94,OBHAI
"Apparently, I'm not the only one who can't get an Uber these days. These days, there are never any drivers available in my area. It used to be that I would see 5-10 drivers near me when I opened the app. Since 2021 began, I've noticed this difference, which I guess is due to app updates and new services. Both Uber and Lyft are total fails now.",TRUE,67,PATHAO
Today my 3 back to back trip cancelled by your driver and very bad communication experience. I'm uninstalling your app and make trip from your app. And I will say to other not to book trip from uber and will promote ola for the same. And please hear good driver Very bad experience,FALSE,53,OBHAI
App is very best but drivers are the cheapest and worst ever. First they took your whole interview then they start moving towards your location.,TRUE,25,SHOHOZ
"It charged me twice for a trip. The trip was taken almost an year ago. I had then paid in cash. But, today, it showed outstanding and charged me. When I tried to resolve the issue, it showed that trips older than a month are not reviewed. Then, why did they charge me second time after a year? You have robbed me of my money. You should return it. I will complain to the consumer court, if you don't refund my money.",FALSE,82,OBHAI
"Why does it say that my card is expired the last moment, and the doesn't allow to update details for the renewed card?!",TRUE,23,OBHAI
"I requested for a ride and the driver was about 20 minutes away from location and then after ten minutes of waiting, the driver was getting close to my location but then the driver was changed to someone who was even farther away. I tried to cancel the ride but then the app said that cancellation failed and later added an extra charge to my next ride. This does not make sense.",FALSE,72,SHOHOZ
"The app works fine. The Rewards is a great idea but NOT when it feels like punishment for using them. Drivers will most likely skip over you when they see they see a low price. Now that doesn't feel very rewarding at all to say the least. Prices will also switch on you and skyrocket in a split second regardless of supply & demand excuses that UBER will have ready for you. Can't find your $10 ride in 60 seconds? Guess what?..""IT'S BUSY"". The price of your ride is now $45! PRICE GOUGED!",TRUE,93,SHOHOZ
"The drivers cancel all the time, like I can spend half an hour waiting for the app to get me a driver. And then they cancel.",Partially FALSE,26,SHOHOZ
"I've been using Uber for about 2 years and do enjoy the convenience. However, charging double or triple on a ride that usually costs $10 is outrageous. Also the fact that I had to cancel my card and cant use my temporary prepaid is stupid. I added funds to my wallet before we shut the card off to have a way to work until my new card came and I cant even use those funds to schedule a ride since that makes the search easier.",TRUE,85,SHOHOZ
"Drivers are very unprofessional, cancel the rides after knowing the destination, asking extra money and there are other reasons as well where we can't reach the destination on time",TRUE,29,SHOHOZ
Just got charged $80 after the app showed $39 for the trip! Pricing lately has been ridiculous,TRUE,17,UBER
"Hassle free and easy to use. When I've had issues, they're quick to sort it out.",TRUE,16,OBHAI
Never really have had any problems. Even used it in other countries without issue. The best ride request in the business.,TRUE,21,OBHAI
A waste of time. It charged my credit card first and then it took 20 mins to wait for the ride to come to the pick up point while it said the ride was still in the middle of other trip. I dont recommend it if u r in a hurry.,TRUE,51,OBHAI
"Do not care about their customers at all, they do not have a customer care helpline that is reliable, and the app design allows drivers to misbehave with customers a lot. There absolutely should be an end trip otp along witha start trip otp. A driver abandoned me in khar west when he was supposed to take me to khetwadi (16 km away). Called the safety line but they were callous to the situation saying please take another transport as you cannot book another uber at this point. Sticking to ola.",FALSE,91,OBHAI
"Used to be great and so convenient, now they are overrun by scam artists. Ordered a ride a couple weeks ago which was paid for in full, only to have one of their drivers completely disregard the route he was given and take a longer one to bump up the fare. I was given £15 Uber credit, which was useless, as even after contesting the journey and asking them to fix it, they were still asking for me to pay the new higher amount in full. Will never be using their service again.",FALSE,93,PATHAO
"Broken app, super slow support response when you need help. Enough said from other 1 star true reviews. Not going to comment anymore.",TRUE,23,OBHAI
"Slow, too many options for what it should do, maps are not loaded on cellular network",FALSE,16,SHOHOZ
"It's actually garbage how Uber increases the fare by at least $10 every time I schedule a ride. It knows I need the ride, so it charges me more than it initially advertised. Scum tactic.",FALSE,35,OBHAI
"A annoying behavior is few times I booked a ride, Uber finds a driver but driver is not aware so I had to wait for 15 mins. Then cancel and rebook. 1. It needs device location to be on after my ride is over else it does not understand my ride is completed. 2. It doesnt let me zoom map enough when booking a ride to specify the exact pickup point. 3. The previous UI looked good where driver details are in a mini bar and the map occupied 80% of the screen. There is not enough room for the map.",TRUE,101,SHOHOZ
My complaint is against the drivers. They call up to enquire about the destination and if they don't feel like going there they cancel the ride. We've to go through this ordeal umpteen times until a driver feels like accepting the ride. When we board the cab the drivers ask to cancel the ride and pay them in cash so that they don't have to share their profits with Uber. I've complained sever times but nothing has happened. Do something before you cease to exist.,TRUE,85,PATHAO
"New user here. The app (along with the website) doesn't work. I try to schedule a ride and I'm met with different error codes every time. From ""unable to process request"" to just straight up ""error: try again later."" So far the UI is nice, but that's really not important when I can't use the app for its intended purpose.",TRUE,60,PATHAO
"Similar issues as others. Several weeks ago I was charged over $23 for a ride that was maybe 7 miles away! Even in busy times I never paid more than $15. Also there is a lot of ""no cars available"" every single time. Talked to a driver today and we both noticed what seemed like someone controlling the app. I clicked on the app and it opened like it was already open. Driver said same thing. App. Also freezes and shows no driver movement. Prioritize rides! Work and medical come first! Drivers agree",FALSE,93,SHOHOZ
"Food orders never get placed on the first try... it just brings me to the ""Nothing to eat here page""... Have to close and reopen the app to place the order. Not great assuming that Uber would have a big team of developers to make a real good app.",TRUE,49,SHOHOZ
"Horrible Uber has fallen off since the pandemic. Drivers continuously cancel and can never get a ride. Takes at least 30+ minutes, plan accordingly or use Lyft.",Partially FALSE,27,UBER
"Outside of UberEats, this app is horrible. I haven't been able to get a single ride to work for weeks. Even if I scheduled the ride 4 hours before I need to leave, the app doesn't start looking for a driver until 15 mins, and even then it doesn't secure a driver. I don't know if it's the current update or not, but Uber has become very unreliable to use if you're not ordering food",FALSE,75,OBHAI
"Mapping sucks and both uber and uber eats drivers can't find our address, takes them to the retirement village down the road. Google is correct.",TRUE,25,SHOHOZ
"This app has never worked for me. Literally every time I've tried to get a ride regardless of the time of day or the place, there has either been an error with the app or they have no drivers. What sucks is that ride services like this have driven out taxi services in the city that I live in. So I don't even really have that as an option anymore. Don't depend Uber, you'll be stranded.",FALSE,76,UBER
"UBER PLEASE READ NO UBER OUTSIDE OUT METROPOLITAN AREAS? Uber is unavailable in one small town, but not the other? i know 3 people who Uber in that town. No alert to them option? No options? It should be available everywhere. If a driver has to drive to the user from another area great idea Also. Please make an Uber for all transport. Helicopters**",FALSE,64,UBER
